Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.9652721881866455	0	17.7137809187	7.64582988824	55.0	8.0	17.7137809187	7.64582988824	5013	5013
1.8363659381866455	1	20.4653061224	11.6806057821	74.0	8.0	20.4653061224	11.6806057821	5014	10027
2.6945533752441406	2	22.9816513761	11.6051093235	68.0	9.0	22.9816513761	11.6051093235	5010	15037
3.5739152431488037	3	24.2211538462	11.5720624539	60.0	9.0	24.2211538462	11.5720624539	5038	20075
4.437734603881836	4	26.125	13.1503723014	77.0	8.0	26.125	13.1503723014	5016	25091
5.210179567337036	5	28.061452514	16.9880543015	124.0	9.0	28.061452514	16.9880543015	5023	30114
6.04656720161438	6	33.4066666667	19.2437337564	117.0	9.0	33.4066666667	19.2437337564	5011	35125
6.827244520187378	7	34.2244897959	16.32568025	106.0	11.0	34.2244897959	16.32568025	5031	40156
7.589265584945679	8	34.972027972	16.8198783728	93.0	11.0	34.972027972	16.8198783728	5001	45157
8.377781867980957	9	36.2608695652	18.1344832654	98.0	10.0	36.2608695652	18.1344832654	5004	50161
9.150005340576172	10	35.4929577465	17.6518548197	116.0	9.0	35.4929577465	17.6518548197	5040	55201
9.932334423065186	11	40.4032258065	19.337794915	110.0	13.0	40.4032258065	19.337794915	5010	60211
10.716745376586914	12	42.1083333333	17.7317022276	106.0	12.0	42.1083333333	17.7317022276	5053	65264
11.500200510025024	13	46.8611111111	24.6266410746	167.0	14.0	46.8611111111	24.6266410746	5061	70325
12.267104387283325	14	44.9107142857	20.5802235044	142.0	14.0	44.9107142857	20.5802235044	5030	75355
13.037142992019653	15	46.5462962963	21.743191467	116.0	16.0	46.5462962963	21.743191467	5027	80382
13.820065021514893	16	46.8240740741	18.9525864079	122.0	15.0	46.8240740741	18.9525864079	5057	85439
14.587710857391357	17	47.2735849057	20.7930199731	137.0	14.0	47.2735849057	20.7930199731	5011	90450
15.368918180465698	18	52.1958762887	23.5304756	137.0	17.0	52.1958762887	23.5304756	5063	95513
16.13906455039978	19	52.1546391753	24.7145936295	162.0	15.0	52.1546391753	24.7145936295	5059	100572
16.90103507041931	20	52.4479166667	22.3391797968	135.0	15.0	52.4479166667	22.3391797968	5035	105607
17.67249822616577	21	53.3510638298	24.7887703843	129.0	16.0	53.3510638298	24.7887703843	5015	110622
18.45065665245056	22	53.5	21.9000388613	129.0	20.0	53.5	21.9000388613	5029	115651
19.215818881988525	23	50.6767676768	17.2847970116	103.0	15.0	50.6767676768	17.2847970116	5017	120668
19.97645926475525	24	60.313253012	26.31730738	177.0	23.0	60.313253012	26.31730738	5006	125674
20.73831081390381	25	57.2159090909	24.0541287628	187.0	22.0	57.2159090909	24.0541287628	5035	130709
21.499507188796997	26	59.0235294118	24.9309523994	158.0	24.0	59.0235294118	24.9309523994	5017	135726
22.296874046325684	27	57.2840909091	25.7244793496	145.0	21.0	57.2840909091	25.7244793496	5041	140767
23.067227125167847	28	58.9418604651	26.7817860057	183.0	21.0	58.9418604651	26.7817860057	5069	145836
23.83319878578186	29	59.1882352941	21.8828399693	142.0	21.0	59.1882352941	21.8828399693	5031	150867
24.595290899276733	30	57.125	22.5715088411	147.0	23.0	57.125	22.5715088411	5027	155894
25.363391399383545	31	59.9285714286	21.0869998963	146.0	20.0	59.9285714286	21.0869998963	5034	160928
26.13078784942627	32	61.1585365854	18.7059854202	120.0	29.0	61.1585365854	18.7059854202	5015	165943
26.906677722930908	33	60.5357142857	25.9199529819	200.0	24.0	60.5357142857	25.9199529819	5085	171028
27.66141390800476	34	65.8157894737	26.525415085	177.0	27.0	65.8157894737	26.525415085	5002	176030
28.443743228912354	35	65.6883116883	24.3087605075	152.0	24.0	65.6883116883	24.3087605075	5058	181088
29.203540802001953	36	71.676056338	28.8399051823	171.0	30.0	71.676056338	28.8399051823	5089	186177
29.971519231796265	37	67.7432432432	24.7195408046	161.0	26.0	67.7432432432	24.7195408046	5013	191190
30.745524644851685	38	70.4583333333	25.9127475601	152.0	31.0	70.4583333333	25.9127475601	5073	196263
31.5034339427948	39	71.6285714286	32.5743858307	163.0	21.0	71.6285714286	32.5743858307	5014	201277
32.266114473342896	40	67.8108108108	23.731992135	146.0	35.0	67.8108108108	23.731992135	5018	206295
33.031381368637085	41	73.8676470588	29.9867149073	200.0	27.0	73.8676470588	29.9867149073	5023	211318
33.79633355140686	42	70.8873239437	25.478269833	171.0	27.0	70.8873239437	25.478269833	5033	216351
34.57820916175842	43	73.9855072464	28.803428114	185.0	21.0	73.9855072464	28.803428114	5105	221456
35.31875419616699	44	83.4166666667	36.7714978693	200.0	36.0	83.4166666667	36.7714978693	5005	226461
36.072731018066406	45	79.5079365079	30.9945581582	171.0	24.0	79.5079365079	30.9945581582	5009	231470
36.828545570373535	46	85.0677966102	38.493171046	200.0	30.0	85.0677966102	38.493171046	5019	236489
37.59481716156006	47	84.0666666667	28.9158933614	176.0	26.0	84.0666666667	28.9158933614	5044	241533
38.374773263931274	48	86.8793103448	30.9772316756	193.0	30.0	86.8793103448	30.9772316756	5039	246572
39.13311409950256	49	79.7301587302	36.0507606635	193.0	27.0	79.7301587302	36.0507606635	5023	251595
39.9060959815979	50	97.7115384615	37.2183456306	182.0	26.0	97.7115384615	37.2183456306	5081	256676
40.685075998306274	51	91.7678571429	36.9922728763	200.0	24.0	91.7678571429	36.9922728763	5139	261815
41.44502305984497	52	93.7090909091	31.2134427493	184.0	40.0	93.7090909091	31.2134427493	5154	266969
42.223166704177856	53	102.714285714	39.09851503	200.0	33.0	102.714285714	39.09851503	5033	272002
42.986328125	54	116.720930233	45.20564154	200.0	41.0	116.720930233	45.20564154	5019	277021
43.740331411361694	55	109.043478261	42.9767159011	200.0	33.0	109.043478261	42.9767159011	5016	282037
44.49154782295227	56	125.225	44.9496871513	200.0	31.0	125.225	44.9496871513	5009	287046
45.258784532547	57	149.705882353	37.0282320048	200.0	69.0	149.705882353	37.0282320048	5090	292136
46.034624099731445	58	161.548387097	38.7388599676	200.0	71.0	161.548387097	38.7388599676	5008	297144
46.824748516082764	59	172.7	34.7487649661	200.0	74.0	172.7	34.7487649661	5181	302325
47.58792543411255	60	168.333333333	45.6474412086	200.0	26.0	168.333333333	45.6474412086	5050	307375
48.35310959815979	61	170.933333333	33.0372853337	200.0	104.0	170.933333333	33.0372853337	5128	312503
49.10647487640381	62	168.333333333	36.5087508536	200.0	83.0	168.333333333	36.5087508536	5050	317553
49.89302730560303	63	170.333333333	35.4460466374	200.0	89.0	170.333333333	35.4460466374	5110	322663
50.66989994049072	64	163.838709677	40.700397695	200.0	57.0	163.838709677	40.700397695	5079	327742
51.42650604248047	65	166.9	39.3364546784	200.0	90.0	166.9	39.3364546784	5007	332749
52.19645285606384	66	158.78125	45.2187284036	200.0	68.0	158.78125	45.2187284036	5081	337830
52.9805748462677	67	167.032258065	39.2522724807	200.0	85.0	167.032258065	39.2522724807	5178	343008
53.75598073005676	68	170.433333333	37.4323241182	200.0	91.0	170.433333333	37.4323241182	5113	348121
54.51172137260437	69	173.379310345	38.2950557654	200.0	86.0	173.379310345	38.2950557654	5028	353149
55.27275848388672	70	167.733333333	39.039239519	200.0	81.0	167.733333333	39.039239519	5032	358181
56.058414697647095	71	152.735294118	42.6485699529	200.0	69.0	152.735294118	42.6485699529	5193	363374
56.84895396232605	72	178.75862069	35.1907660032	200.0	56.0	178.75862069	35.1907660032	5184	368558
57.60789752006531	73	172.551724138	39.8614723735	200.0	80.0	172.551724138	39.8614723735	5004	373562
58.366262912750244	74	178.821428571	26.3005344479	200.0	123.0	178.821428571	26.3005344479	5007	378569
59.14383387565613	75	189.777777778	22.0476476167	200.0	120.0	189.777777778	22.0476476167	5124	383693
59.92219257354736	76	197.115384615	10.4782812855	200.0	146.0	197.115384615	10.4782812855	5125	388818
60.69027519226074	77	186.703703704	36.0111246338	200.0	77.0	186.703703704	36.0111246338	5041	393859
61.473092555999756	78	191.111111111	26.1765138348	200.0	91.0	191.111111111	26.1765138348	5160	399019
62.27120852470398	79	199.384615385	2.13175484008	200.0	192.0	199.384615385	2.13175484008	5184	404203
63.05027198791504	80	191.296296296	26.3140784947	200.0	92.0	191.296296296	26.3140784947	5165	409368
63.830543756484985	81	196.038461538	12.6018337165	200.0	146.0	196.038461538	12.6018337165	5097	414465
64.60121178627014	82	190.555555556	23.4241618425	200.0	123.0	190.555555556	23.4241618425	5145	419610
65.35857462882996	83	192.5	24.4858671953	200.0	107.0	192.5	24.4858671953	5005	424615
66.13447070121765	84	195.230769231	17.6118572216	200.0	116.0	195.230769231	17.6118572216	5076	429691
66.91582131385803	85	190.185185185	27.8368754061	200.0	103.0	190.185185185	27.8368754061	5135	434826
67.67653298377991	86	193.576923077	15.7068654194	200.0	142.0	193.576923077	15.7068654194	5033	439859
68.4568133354187	87	200.0	0.0	200.0	200.0	200.0	0.0	5200	445059
69.22883796691895	88	200.0	0.0	200.0	200.0	200.0	0.0	5200	450259
70.0066089630127	89	198.076923077	9.61538461538	200.0	150.0	198.076923077	9.61538461538	5150	455409
70.7816264629364	90	197.884615385	7.54640476333	200.0	166.0	197.884615385	7.54640476333	5145	460554
71.5416579246521	91	196.076923077	16.7008131468	200.0	114.0	196.076923077	16.7008131468	5098	465652
72.29479002952576	92	192.923076923	17.8323885904	200.0	141.0	192.923076923	17.8323885904	5016	470668
73.07382416725159	93	197.846153846	10.7692307692	200.0	144.0	197.846153846	10.7692307692	5144	475812
73.84452533721924	94	193.538461538	22.3851440593	200.0	115.0	193.538461538	22.3851440593	5032	480844
74.613112449646	95	194.192307692	21.615555707	200.0	96.0	194.192307692	21.615555707	5049	485893
75.39769697189331	96	197.5	12.5	200.0	135.0	197.5	12.5	5135	491028
76.1571524143219	97	194.538461538	22.819072268	200.0	83.0	194.538461538	22.819072268	5058	496086
76.94373989105225	98	199.807692308	0.961538461538	200.0	195.0	199.807692308	0.961538461538	5195	501281
77.7048168182373	99	195.384615385	13.7730978669	200.0	133.0	195.384615385	13.7730978669	5080	506361
