Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.8788290023803711	0	21.3516949153	11.5981093802	68.0	9.0	21.3516949153	11.5981093802	5039	5039
1.6577677726745605	1	24.1538461538	15.0778551517	119.0	9.0	24.1538461538	15.0778551517	5024	10063
2.442725419998169	2	25.5459183673	14.6730675699	83.0	9.0	25.5459183673	14.6730675699	5007	15070
3.2197885513305664	3	28.106741573	16.2817489174	119.0	9.0	28.106741573	16.2817489174	5003	20073
3.990790843963623	4	30.8888888889	19.1739921589	123.0	9.0	30.8888888889	19.1739921589	5004	25077
4.744377851486206	5	32.7777777778	19.647289298	109.0	10.0	32.7777777778	19.647289298	5015	30092
5.507244110107422	6	36.3333333333	21.6340892211	128.0	11.0	36.3333333333	21.6340892211	5014	35106
6.263845920562744	7	39.0310077519	24.1272267268	156.0	10.0	39.0310077519	24.1272267268	5035	40141
7.028925657272339	8	40.4	23.2781442559	109.0	9.0	40.4	23.2781442559	5050	45191
7.818073749542236	9	43.6896551724	24.0148710368	145.0	11.0	43.6896551724	24.0148710368	5068	50259
8.571560382843018	10	45.6636363636	25.4830700565	164.0	12.0	45.6636363636	25.4830700565	5023	55282
9.325111865997314	11	52.46875	26.7667210687	156.0	13.0	52.46875	26.7667210687	5037	60319
10.08387303352356	12	52.9894736842	30.8686503334	155.0	11.0	52.9894736842	30.8686503334	5034	65353
10.852694272994995	13	60.7023809524	30.9056859316	155.0	11.0	60.7023809524	30.9056859316	5099	70452
11.6035315990448	14	55.021978022	28.4404054089	200.0	13.0	55.021978022	28.4404054089	5007	75459
12.363009929656982	15	62.9625	27.3803961577	156.0	17.0	62.9625	27.3803961577	5037	80496
13.129524230957031	16	63.746835443	30.9828324675	160.0	16.0	63.746835443	30.9828324675	5036	85532
13.877321720123291	17	66.2105263158	30.9746567839	171.0	17.0	66.2105263158	30.9746567839	5032	90564
14.632099628448486	18	61.3414634146	29.0416939606	165.0	17.0	61.3414634146	29.0416939606	5030	95594
15.39623236656189	19	71.5285714286	36.6495844563	176.0	12.0	71.5285714286	36.6495844563	5007	100601
16.156485557556152	20	70.1095890411	36.9184817078	193.0	22.0	70.1095890411	36.9184817078	5118	105719
16.903734922409058	21	80.7580645161	44.3096455981	200.0	20.0	80.7580645161	44.3096455981	5007	110726
17.654987573623657	22	87.9473684211	43.6233564724	200.0	21.0	87.9473684211	43.6233564724	5013	115739
18.401943922042847	23	77.0153846154	37.666345847	174.0	25.0	77.0153846154	37.666345847	5006	120745
19.175572872161865	24	91.6607142857	45.8554704579	200.0	19.0	91.6607142857	45.8554704579	5133	125878
19.940580368041992	25	96.5	53.8857409425	200.0	19.0	96.5	53.8857409425	5018	130896
20.709529161453247	26	97.3653846154	40.8665882176	194.0	13.0	97.3653846154	40.8665882176	5063	135959
21.46555495262146	27	106.574468085	49.0083556405	200.0	26.0	106.574468085	49.0083556405	5009	140968
22.232882976531982	28	124.658536585	50.3464144852	200.0	32.0	124.658536585	50.3464144852	5111	146079
22.99359107017517	29	134.078947368	50.2139535959	200.0	25.0	134.078947368	50.2139535959	5095	151174
23.766180753707886	30	136.135135135	50.9961112254	200.0	25.0	136.135135135	50.9961112254	5037	156211
24.51934838294983	31	132.552631579	53.1025310966	200.0	19.0	132.552631579	53.1025310966	5037	161248
25.281930446624756	32	152.151515152	55.7891708902	200.0	30.0	152.151515152	55.7891708902	5021	166269
26.04016661643982	33	143.628571429	44.7584537677	200.0	47.0	143.628571429	44.7584537677	5027	171296
26.816209316253662	34	148.2	48.5067300191	200.0	10.0	148.2	48.5067300191	5187	176483
27.575419425964355	35	151.939393939	48.2486862085	200.0	35.0	151.939393939	48.2486862085	5014	181497
28.333500623703003	36	159.59375	42.3326553731	200.0	44.0	159.59375	42.3326553731	5107	186604
29.09163808822632	37	173.379310345	44.3826727553	200.0	28.0	173.379310345	44.3826727553	5028	191632
29.845249891281128	38	153.666666667	51.9572473824	200.0	15.0	153.666666667	51.9572473824	5071	196703
30.614508867263794	39	161.625	44.174193541	200.0	55.0	161.625	44.174193541	5172	201875
31.384954690933228	40	169.566666667	40.2547581729	200.0	76.0	169.566666667	40.2547581729	5087	206962
32.148913860321045	41	163.774193548	42.3927182407	200.0	52.0	163.774193548	42.3927182407	5077	212039
32.90411615371704	42	169.666666667	44.9172077889	200.0	66.0	169.666666667	44.9172077889	5090	217129
33.6569619178772	43	185.851851852	26.378587983	200.0	104.0	185.851851852	26.378587983	5018	222147
34.434471130371094	44	179.24137931	39.4493609689	200.0	73.0	179.24137931	39.4493609689	5198	227345
35.21341395378113	45	178.75862069	35.9670876108	200.0	70.0	178.75862069	35.9670876108	5184	232529
35.98258662223816	46	181.035714286	33.9521534588	200.0	72.0	181.035714286	33.9521534588	5069	237598
36.73859524726868	47	180.535714286	36.9966042292	200.0	49.0	180.535714286	36.9966042292	5055	242653
37.50066351890564	48	184.0	35.370488102	200.0	72.0	184.0	35.370488102	5152	247805
38.25618815422058	49	169.1	50.3331236199	200.0	28.0	169.1	50.3331236199	5073	252878
39.0274019241333	50	185.178571429	29.0160713736	200.0	88.0	185.178571429	29.0160713736	5185	258063
39.81954908370972	51	191.740740741	21.2682907645	200.0	112.0	191.740740741	21.2682907645	5177	263240
40.569873332977295	52	190.037037037	24.3530840415	200.0	91.0	190.037037037	24.3530840415	5131	268371
41.31933856010437	53	186.666666667	36.6151152759	200.0	55.0	186.666666667	36.6151152759	5040	273411
