Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.8712859153747559	0	20.3292682927	9.76810998276	65.0	9.0	20.3292682927	9.76810998276	5001	5001
1.6438732147216797	1	21.9649122807	12.8298102874	107.0	9.0	21.9649122807	12.8298102874	5008	10009
2.4039204120635986	2	24.4466019417	14.3413504634	87.0	9.0	24.4466019417	14.3413504634	5036	15045
3.164095163345337	3	25.035	13.0825752434	71.0	9.0	25.035	13.0825752434	5007	20052
3.934919834136963	4	28.9884393064	16.7096899787	99.0	10.0	28.9884393064	16.7096899787	5015	25067
4.7199013233184814	5	27.5769230769	15.7487873381	97.0	10.0	27.5769230769	15.7487873381	5019	30086
5.479623079299927	6	35.7214285714	21.0105646409	140.0	10.0	35.7214285714	21.0105646409	5001	35087
6.243230104446411	7	32.535483871	18.0552118896	125.0	10.0	32.535483871	18.0552118896	5043	40130
6.9921228885650635	8	37.3805970149	23.1345173319	108.0	11.0	37.3805970149	23.1345173319	5009	45139
7.751606702804565	9	36.9191176471	23.8327675897	147.0	10.0	36.9191176471	23.8327675897	5021	50160
8.517879962921143	10	40.5725806452	23.8700018876	137.0	11.0	40.5725806452	23.8700018876	5031	55191
9.268064260482788	11	42.1008403361	22.9816861534	123.0	12.0	42.1008403361	22.9816861534	5010	60201
10.035352945327759	12	46.7037037037	29.028166162	142.0	10.0	46.7037037037	29.028166162	5044	65245
10.78584885597229	13	53.7956989247	27.6205312212	200.0	13.0	53.7956989247	27.6205312212	5003	70248
11.541542291641235	14	47.4528301887	24.2988982107	134.0	13.0	47.4528301887	24.2988982107	5030	75278
12.29660940170288	15	51.5773195876	27.9021985061	132.0	12.0	51.5773195876	27.9021985061	5003	80281
13.058333158493042	16	51.9278350515	26.9979943595	148.0	13.0	51.9278350515	26.9979943595	5037	85318
13.815226554870605	17	52.65625	25.6567194435	174.0	13.0	52.65625	25.6567194435	5055	90373
14.574005842208862	18	53.8064516129	26.6394719121	140.0	12.0	53.8064516129	26.6394719121	5004	95377
15.333836078643799	19	59.7738095238	28.0714866311	172.0	16.0	59.7738095238	28.0714866311	5021	100398
16.156527996063232	20	70.2191780822	32.4308522883	160.0	14.0	70.2191780822	32.4308522883	5126	105524
16.933390855789185	21	63.417721519	33.9849585474	192.0	18.0	63.417721519	33.9849585474	5010	110534
17.723657846450806	22	67.2133333333	31.2313062309	154.0	16.0	67.2133333333	31.2313062309	5041	115575
18.478790760040283	23	65.038961039	32.9022328056	200.0	14.0	65.038961039	32.9022328056	5008	120583
19.247792959213257	24	67.36	36.5482840454	200.0	15.0	67.36	36.5482840454	5052	125635
20.019245147705078	25	78.5230769231	39.5918047823	200.0	23.0	78.5230769231	39.5918047823	5104	130739
20.78516411781311	26	77.3692307692	33.5713106597	200.0	18.0	77.3692307692	33.5713106597	5029	135768
21.530779361724854	27	77.2307692308	31.1876549693	166.0	31.0	77.2307692308	31.1876549693	5020	140788
22.297610759735107	28	83.131147541	37.8757569463	175.0	10.0	83.131147541	37.8757569463	5071	145859
23.06358528137207	29	79.171875	33.8404134724	191.0	24.0	79.171875	33.8404134724	5067	150926
23.83142328262329	30	92.2909090909	38.3574919681	200.0	21.0	92.2909090909	38.3574919681	5076	156002
24.60101294517517	31	101.22	43.5234603404	200.0	35.0	101.22	43.5234603404	5061	161063
25.370967864990234	32	111.847826087	46.9486154777	200.0	19.0	111.847826087	46.9486154777	5145	166208
26.14724636077881	33	115.863636364	55.3027168941	200.0	21.0	115.863636364	55.3027168941	5098	171306
26.90640163421631	34	123.804878049	46.5807557418	200.0	29.0	123.804878049	46.5807557418	5076	176382
27.65267276763916	35	143.6	50.9566762764	200.0	18.0	143.6	50.9566762764	5026	181408
28.433119773864746	36	145.971428571	51.9524429313	200.0	25.0	145.971428571	51.9524429313	5109	186517
29.186174631118774	37	151.939393939	51.3195215937	200.0	40.0	151.939393939	51.3195215937	5014	191531
29.955012798309326	38	159.1875	45.3902780753	200.0	53.0	159.1875	45.3902780753	5094	196625
30.719858169555664	39	164.741935484	43.3544786851	200.0	69.0	164.741935484	43.3544786851	5107	201732
31.481812477111816	40	158.59375	53.2962588831	200.0	33.0	158.59375	53.2962588831	5075	206807
32.27366042137146	41	167.709677419	49.0491481945	200.0	32.0	167.709677419	49.0491481945	5199	212006
33.036792278289795	42	168.633333333	42.2717268264	200.0	67.0	168.633333333	42.2717268264	5059	217065
33.82090926170349	43	152.235294118	44.1401903188	200.0	50.0	152.235294118	44.1401903188	5176	222241
34.580880880355835	44	162.161290323	42.1373306059	200.0	84.0	162.161290323	42.1373306059	5027	227268
35.3347430229187	45	152.303030303	60.0840244226	200.0	17.0	152.303030303	60.0840244226	5026	232294
36.10538101196289	46	190.111111111	21.3425905841	200.0	122.0	190.111111111	21.3425905841	5133	237427
36.88467621803284	47	190.962962963	29.4637020649	200.0	73.0	190.962962963	29.4637020649	5156	242583
37.64392828941345	48	181.25	28.4938903226	200.0	110.0	181.25	28.4938903226	5075	247658
38.412904500961304	49	181.285714286	38.5021865268	200.0	66.0	181.285714286	38.5021865268	5076	252734
39.1803834438324	50	185.178571429	33.4248128229	200.0	78.0	185.178571429	33.4248128229	5185	257919
39.96242928504944	51	184.464285714	32.4757955394	200.0	75.0	184.464285714	32.4757955394	5165	263084
40.73164749145508	52	174.586206897	43.4872293909	200.0	43.0	174.586206897	43.4872293909	5063	268147
41.48314952850342	53	181.892857143	27.9825701946	200.0	112.0	181.892857143	27.9825701946	5093	273240
42.23219537734985	54	180.571428571	32.921365806	200.0	46.0	180.571428571	32.921365806	5056	278296
43.00590133666992	55	190.555555556	17.6138273405	200.0	140.0	190.555555556	17.6138273405	5145	283441
43.786829710006714	56	190.888888889	18.2459195506	200.0	136.0	190.888888889	18.2459195506	5154	288595
44.549171447753906	57	185.925925926	33.5337595797	200.0	50.0	185.925925926	33.5337595797	5020	293615
45.3158757686615	58	197.384615385	7.72646263513	200.0	169.0	197.384615385	7.72646263513	5132	298747
46.0948703289032	59	197.615384615	8.27915325974	200.0	167.0	197.615384615	8.27915325974	5138	303885
46.86235857009888	60	190.037037037	24.3485211072	200.0	106.0	190.037037037	24.3485211072	5131	309016
