Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.818746566772461	0	-115.723442932	39.9165763965	-31.1010469516	-198.978390883	151.0	0.0	5134	5134
5.155487775802612	1	-148.210740662	44.3599795021	-79.8828981277	-245.944663282	151.0	0.0	5134	10268
7.40671968460083	2	-185.862041946	46.4058149097	-119.13122109	-340.305824741	151.0	0.0	5134	15402
9.712579727172852	3	-192.966745213	49.897111801	-124.655577575	-343.344628544	151.0	0.0	5134	20536
11.915119171142578	4	-161.296066167	47.2014322406	-92.8095270305	-311.374775256	151.0	0.0	5134	25670
14.208067178726196	5	-150.749717973	33.5233174924	-52.3320292638	-218.433529913	151.0	0.0	5134	30804
16.593379735946655	6	-147.616394104	37.9880163774	-87.4183017808	-227.308344447	151.0	0.0	5134	35938
18.856846570968628	7	-126.870983628	29.5995468738	-71.70048706	-190.530060972	151.0	0.0	5134	41072
21.14164113998413	8	-111.942329675	30.8558951154	-68.5111370973	-183.06149443	151.0	0.0	5134	46206
23.540396451950073	9	-115.903627227	46.1184792539	0.253581589474	-208.651886942	151.0	0.0	5134	51340
26.06111478805542	10	-110.255669603	42.8290466872	-25.5590879342	-240.865419574	151.0	0.0	5134	56474
29.081920623779297	11	-113.311289916	44.0734605145	-29.5359831523	-192.841005754	151.0	0.0	5134	61608
31.807801723480225	12	-113.903788762	45.1084778824	-27.7848041152	-214.012294575	151.0	0.0	5134	66742
34.36641812324524	13	-95.5460235023	43.8768709471	-32.5908032201	-216.114774967	151.0	0.0	5134	71876
36.666574478149414	14	-102.025999999	38.9997154443	-24.9684054105	-208.162767875	151.0	0.0	5134	77010
38.945159673690796	15	-98.7314940242	52.178580904	28.625304629	-193.011690112	151.0	0.0	5134	82144
41.24921798706055	16	-109.879528718	41.6117280641	6.17523594455	-209.419035284	151.0	0.0	5134	87278
43.58526968955994	17	-99.7626257359	49.2671487321	14.2610941966	-191.221007302	151.0	0.0	5134	92412
46.19311809539795	18	-118.791725929	49.5420439243	-18.0289895676	-232.144416285	151.0	0.0	5134	97546
48.588576316833496	19	-120.721517898	31.8166790206	-46.4078036626	-178.908606605	151.0	0.0	5134	102680
50.93880653381348	20	-112.66007865	34.2731123771	-54.9418381737	-195.898995685	151.0	0.0	5134	107814
53.38306975364685	21	-106.326731709	32.5985100059	-38.4016621007	-189.893781072	151.0	0.0	5134	112948
55.78896164894104	22	-97.8227022963	43.9310380157	-42.337128111	-223.749985044	151.0	0.0	5134	118082
58.14347767829895	23	-102.688638848	37.3623673718	-43.0612660885	-210.961138877	151.0	0.0	5134	123216
60.548367738723755	24	-101.11399093	33.389653975	-47.2516503767	-202.449606985	151.0	0.0	5134	128350
62.93428993225098	25	-81.6594210469	27.0829688457	-27.8752389254	-137.002002656	151.0	0.0	5134	133484
65.35370254516602	26	-80.2220358974	20.5127749463	-30.4807203329	-119.979813136	151.0	0.0	5134	138618
67.76729369163513	27	-85.5334139584	35.7630771625	-5.80633795503	-168.708945023	151.0	0.0	5134	143752
70.45504641532898	28	-97.3238243285	38.431267346	-39.3624227927	-254.450747387	151.0	0.0	5134	148886
72.88264012336731	29	-100.54666076	36.2203409084	-10.4590005519	-191.738217504	151.0	0.0	5134	154020
75.19342303276062	30	-94.1480853962	33.3469894365	-26.4289649946	-171.4083375	151.0	0.0	5134	159154
77.59713840484619	31	-88.0802571004	37.1693822776	-0.488562424517	-162.651630973	151.0	0.0	5134	164288
79.94429731369019	32	-96.8239967636	38.3359033543	-18.6816646754	-191.939327831	151.0	0.0	5134	169422
82.29366946220398	33	-89.2924006408	30.8129673026	-28.8061292835	-173.251056194	151.0	0.0	5134	174556
84.65849256515503	34	-84.5384471764	28.2271962788	-23.7848745834	-161.378704698	151.0	0.0	5134	179690
86.99114561080933	35	-83.4706342842	31.1493193899	-10.6676178321	-165.204145403	151.0	0.0	5134	184824
89.34133410453796	36	-88.0520695923	31.0802826858	-38.0508180601	-161.446138964	151.0	0.0	5134	189958
91.77751350402832	37	-83.0744624206	29.084890029	-29.2092145826	-156.392507703	151.0	0.0	5134	195092
